"Player","Team","Position","Rk","Status","Opponent","FPts","FP/G","Bye","% Owned"
"Bruce Hector","PHI","DT","2200","W (Wed)","Bye","0","0","null","0%"
"Cole Hedlund","(N/A)","K","2201","FA","Bye","0","0","","0%"
"Ben Heeney","(N/A)","LB","2202","W (Wed)","Bye","0","0","","0%"
"Cody Heiman","(N/A)","LB","2203","W (Wed)","Bye","0","0","","0%"
"Taylor Heinicke","(N/A)","QB","2204","FA","Bye","0","0","","0%"
"Daniel Helm","SF","TE","2205","FA","Bye","0","0","null","0%"
"Temarrick Hemingway","CAR","TE","2206","FA","Bye","0","0","null","0%"
"DeAngelo Henderson Sr.","(N/A)","RB","2207","FA","Bye","0","0","","0%"
"Carlos Henderson","(N/A)","WR","2208","FA","Bye","0","0","","0%"
"Erin Henderson","(N/A)","LB","2209","W (Wed)","Bye","0","0","","0%"
"Quadree Henderson","PIT","WR","2210","FA","Bye","0","0","null","0%"
"Roderick Henderson","(N/A)","DT","2211","W (Wed)","Bye","0","0","","0%"
"Zaycoven Henderson","(N/A)","DT","2212","W (Wed)","Bye","0","0","","0%"
"Dewayne Hendrix","PIT","LB","2213","W (Wed)","Bye","0","0","null","0%"
"A.J. Hendy","(N/A)","S","2214","W (Wed)","Bye","0","0","","0%"
"Jack Heneghan","(N/A)","QB","2215","FA","Bye","0","0","","0%"
"Alex Henery","(N/A)","K","2216","FA","Bye","0","0","","0%"
"Chad Henne","KC","QB","2217","FA","Bye","0","0","null","0%"
"Willie Henry Jr.","SF","DT","2218","W (Wed)","Bye","0","0","null","0%"
"Daniel Henry","(N/A)","S","2219","W (Wed)","Bye","0","0","","0%"
"Malik Henry","IND","WR","2220","FA","Bye","0","0","null","0%"
"Traveon Henry","(N/A)","S","2221","W (Wed)","Bye","0","0","","0%"
"Cole Herdman","TEN","TE","2222","FA","Bye","0","0","null","0%"
"Jimmy Herman","(N/A)","LB","2223","W (Wed)","Bye","0","0","","0%"
"Javontee Herndon","(N/A)","WR","2224","FA","Bye","0","0","","0%"
"Darreon Herring","(N/A)","LB","2225","W (Wed)","Bye","0","0","","0%"
"Daniel Herron","(N/A)","RB","2226","FA","Bye","0","0","","0%"
"Mark Herzlich","(N/A)","LB","2227","W (Wed)","Bye","0","0","","0%"
"Parker Hesse","TEN","TE","2228","FA","Bye","0","0","null","0%"
"Calvin Heurtelou","(N/A)","DT","2229","W (Wed)","Bye","0","0","","0%"
"Ryan Hewitt","(N/A)","TE","2230","FA","Bye","0","0","","0%"
"Darrius Heyward-Bey","(N/A)","WR","2231","FA","Bye","0","0","","0%"
"Kyle Hicks","(N/A)","RB","2232","FA","Bye","0","0","","0%"
"Quayvon Hicks","(N/A)","RB","2233","FA","Bye","0","0","","0%"
"Karan Higdon Jr.","HOU","RB","2234","FA","Bye","0","0","null","0%"
"Forrest Hightower","(N/A)","CB,S","2235","W (Wed)","Bye","0","0","","0%"
"Lee Hightower","(N/A)","S","2236","W (Wed)","Bye","0","0","","0%"
"Tim Hightower","(N/A)","RB","2237","FA","Bye","0","0","","0%"
"Cole Hikutini","DAL","TE","2238","FA","Bye","0","0","null","0%"
"Will Hill III","(N/A)","S","2239","W (Wed)","Bye","0","0","","0%"
"Alvin Hill","(N/A)","S","2240","W (Wed)","Bye","0","0","","0%"
"Bronson Hill","(N/A)","RB","2241","FA","Bye","0","0","","0%"
"Jaylen Hill","(N/A)","CB","2242","W (Wed)","Bye","0","0","","0%"
"Jeremy Hill","(N/A)","RB","2243","FA","Bye","0","0","","0%"
"Jordan Hill","(N/A)","DT","2244","W (Wed)","Bye","0","0","","0%"
"K.J. Hill","(N/A)","WR","2245","FA","Bye","0","0","","0%"
"Khalid Hill","(N/A)","RB","2246","FA","Bye","0","0","","0%"
"Sammie Hill","(N/A)","DT","2247","W (Wed)","Bye","0","0","","0%"
"Shaq Hill","(N/A)","WR","2248","FA","Bye","0","0","","0%"
"Shaun Hill","(N/A)","QB","2249","FA","Bye","0","0","","0%"
"Stephen Hill","(N/A)","WR","2250","FA","Bye","0","0","","0%"
"Darius Hillary","(N/A)","CB","2251","W (Wed)","Bye","0","0","","0%"
"Kenny Hilliard","(N/A)","RB","2252","FA","Bye","0","0","","0%"
"Peyton Hillis","(N/A)","RB","2253","FA","Bye","0","0","","0%"
"Ronnie Hillman","(N/A)","RB","2254","FA","Bye","0","0","","0%"
"DJuan Hines","(N/A)","LB","2255","W (Wed)","Bye","0","0","","0%"
"Justin Hobbs","(N/A)","WR","2256","FA","Bye","0","0","","0%"
"Zach Hocker","(N/A)","K","2257","FA","Bye","0","0","","0%"
"Bucky Hodges","(N/A)","TE","2258","FA","Bye","0","0","","0%"
"Cody Hoffman","(N/A)","WR","2259","FA","Bye","0","0","","0%"
"Kevin Hogan","(N/A)","QB","2260","FA","Bye","0","0","","0%"
"Alijah Holder","DEN","CB","2261","W (Wed)","Bye","0","0","null","0%"
"Mikah Holder","(N/A)","WR","2262","FA","Bye","0","0","","0%"
"Charles Holland","(N/A)","WR","2263","FA","Bye","0","0","","0%"
"Darnell Holland","(N/A)","RB","2264","FA","Bye","0","0","","0%"
"Jeff Holland","LAR","LB","2265","W (Wed)","Bye","0","0","null","0%"
"Jordan Holland","(N/A)","CB","2266","W (Wed)","Bye","0","0","","0%"
"Nate Holley","(N/A)","S","2267","W (Wed)","Bye","0","0","","0%"
"Nick Holley","(N/A)","RB","2268","FA","Bye","0","0","","0%"
"Gerod Holliman","(N/A)","S","2269","W (Wed)","Bye","0","0","","0%"
"Deon Hollins","(N/A)","LB","2270","W (Wed)","Bye","0","0","","0%"
"Ka'dar Hollman","GB","CB","2271","W (Wed)","Bye","0","0","null","0%"
"Tyrin Holloway","(N/A)","S","2272","W (Wed)","Bye","0","0","","0%"
"Andre Holmes","(N/A)","WR","2273","FA","Bye","0","0","","0%"
"Daquan Holmes","(N/A)","CB,S","2274","W (Wed)","Bye","0","0","","0%"
"Gabe Holmes","(N/A)","TE","2275","FA","Bye","0","0","","0%"
"Gerald Holmes","(N/A)","RB","2276","FA","Bye","0","0","","0%"
"Tyrone Holmes","(N/A)","LB","2277","W (Wed)","Bye","0","0","","0%"
"Valentine Holmes","(N/A)","RB","2278","FA","Bye","0","0","","0%"
"Joshua Holsey","(N/A)","CB","2279","W (Wed)","Bye","0","0","","0%"
"Elijah Holyfield","PHI","RB","2280","FA","Bye","0","0","null","0%"
"Tevin Homer","(N/A)","CB","2281","W (Wed)","Bye","0","0","","0%"
"Elijah Hood","(N/A)","RB","2282","FA","Bye","0","0","","0%"
"Ziggy Hood","(N/A)","DE,DT","2283","W (Wed)","Bye","0","0","","0%"
"Lavon Hooks","(N/A)","DE","2284","W (Wed)","Bye","0","0","","0%"
"Michael Hoomanawanui","(N/A)","TE","2285","FA","Bye","0","0","","0%"
"Larry Hope","(N/A)","CB","2286","W (Wed)","Bye","0","0","","0%"
"Germone Hopper","(N/A)","WR","2287","FA","Bye","0","0","","0%"
"Tyler Hoppes","(N/A)","TE","2288","FA","Bye","0","0","","0%"
"Joe Horn Jr.","(N/A)","WR","2289","FA","Bye","0","0","","0%"
"Reece Horn","(N/A)","WR","2290","FA","Bye","0","0","","0%"
"Justin Horton","JAX","LB","2291","W (Wed)","Bye","0","0","null","0%"
"Tyler Horton","(N/A)","CB","2292","W (Wed)","Bye","0","0","","0%"
"Ro'Derrick Hoskins","(N/A)","LB","2293","W (Wed)","Bye","0","0","","0%"
"Sione Houma","(N/A)","RB","2294","FA","Bye","0","0","","0%"
"Davon House","(N/A)","CB","2295","W (Wed)","Bye","0","0","","0%"
"Franko House","(N/A)","TE","2296","FA","Bye","0","0","","0%"
"Bart Houston","(N/A)","QB","2297","FA","Bye","0","0","","0%"
"Lamarr Houston","(N/A)","LB","2298","W (Wed)","Bye","0","0","","0%"
"Wyatt Houston","(N/A)","TE","2299","FA","Bye","0","0","","0%"
"A.J. Howard","(N/A)","S","2300","W (Wed)","Bye","0","0","","0%"
"Alton Howard","(N/A)","WR","2301","FA","Bye","0","0","","0%"
"Bug Howard","DEN","TE","2302","FA","Bye","0","0","null","0%"
"Jaye Howard","(N/A)","DT","2303","W (Wed)","Bye","0","0","","0%"
"Ra'Zahn Howard","(N/A)","DT","2304","W (Wed)","Bye","0","0","","0%"
"Reggie Howard","(N/A)","DT","2305","W (Wed)","Bye","0","0","","0%"
"Skyler Howard","(N/A)","QB","2306","FA","Bye","0","0","","0%"
"Tracy Howard","(N/A)","CB","2307","W (Wed)","Bye","0","0","","0%"
"Braxton Hoyett","KC","DT","2308","W (Wed)","Bye","0","0","null","0%"
"Chris Hubert","(N/A)","WR","2309","FA","Bye","0","0","","0%"
"Garrett Hudson","(N/A)","TE","2310","FA","Bye","0","0","","0%"
"Jacob Huesman","(N/A)","RB","2311","FA","Bye","0","0","","0%"
"Josh Huff","NO","WR","2312","FA","Bye","0","0","null","0%"
"Marqueston Huff","(N/A)","S","2313","W (Wed)","Bye","0","0","","0%"
"John Hughes III","(N/A)","DT","2314","W (Wed)","Bye","0","0","","0%"
"Gabe Hughes","(N/A)","TE","2315","FA","Bye","0","0","","0%"
"Mike Hughes","(N/A)","DT","2316","W (Wed)","Bye","0","0","","0%"
"Montori Hughes","(N/A)","DT","2317","W (Wed)","Bye","0","0","","0%"
"Naashon Hughes","(N/A)","LB","2318","W (Wed)","Bye","0","0","","0%"
"Farrington Huguenin","(N/A)","LB","2319","W (Wed)","Bye","0","0","","0%"
"Mike Hull","(N/A)","LB","2320","W (Wed)","Bye","0","0","","0%"
"Ramon Humber","(N/A)","LB","2321","W (Wed)","Bye","0","0","","0%"
"Chris Humes","(N/A)","CB","2322","W (Wed)","Bye","0","0","","0%"
"Lil'Jordan Humphrey","NO","WR","2323","FA","Bye","0","0","null","0%"
"Myles Humphrey","(N/A)","LB","2324","W (Wed)","Bye","0","0","","0%"
"Manase Hungalu","(N/A)","LB","2325","W (Wed)","Bye","0","0","","0%"
"Akeem Hunt","(N/A)","RB","2326","FA","Bye","0","0","","0%"
"Cole Hunt","(N/A)","TE","2327","FA","Bye","0","0","","0%"
"Justin Hunter","(N/A)","WR","2328","FA","Bye","0","0","","0%"
"Michael Hunter","(N/A)","CB","2329","W (Wed)","Bye","0","0","","0%"
"Montario Hunter","(N/A)","WR","2330","FA","Bye","0","0","","0%"
"Reggie Hunter","(N/A)","LB","2331","W (Wed)","Bye","0","0","","0%"
"Demontre Hurst","(N/A)","CB,S","2332","W (Wed)","Bye","0","0","","0%"
"Lord Hyeamang","(N/A)","DT","2333","W (Wed)","Bye","0","0","","0%"
"Drew Iddings","(N/A)","DT","2334","W (Wed)","Bye","0","0","","0%"
"Nate Iese","(N/A)","TE","2335","FA","Bye","0","0","","0%"
"Martin Ifedi","(N/A)","DE","2336","W (Wed)","Bye","0","0","","0%"
"Godwin Igwebuike","(N/A)","S","2337","W (Wed)","Bye","0","0","","0%"
"Duke Ihenacho","(N/A)","S","2338","W (Wed)","Bye","0","0","","0%"
"George Iloka","(N/A)","S","2339","W (Wed)","Bye","0","0","","0%"
"Kendrick Ings","TB","WR","2340","FA","Bye","0","0","null","0%"
"Joey Iosefa","(N/A)","RB","2341","FA","Bye","0","0","","0%"
"Iosia Iosia","(N/A)","DE","2342","W (Wed)","Bye","0","0","","0%"
"David Irving","DAL","DT","2343","W (Wed)","Bye","0","0","null","0%"
"Nate Irving","(N/A)","LB","2344","W (Wed)","Bye","0","0","","0%"
"Trenton Irwin","CIN","WR","2345","FA","Bye","0","0","null","0%"
"Steve Ishmael","IND","WR","2346","FA","Bye","0","0","null","0%"
"Thomas Ives","CHI","WR","2347","FA","Bye","0","0","null","0%"
"Chris Ivory","(N/A)","RB","2348","FA","Bye","0","0","","0%"
"Prince Charles Iworah","(N/A)","CB","2349","W (Wed)","Bye","0","0","","0%"
"Asa Jackson","(N/A)","CB","2350","W (Wed)","Bye","0","0","","0%"
"Bijhon Jackson","(N/A)","DE,DT","2351","W (Wed)","Bye","0","0","","0%"
"Blake Jackson","(N/A)","WR","2352","FA","Bye","0","0","","0%"
"D'Qwell Jackson","(N/A)","LB","2353","W (Wed)","Bye","0","0","","0%"
"Darius Jackson","IND","RB","2354","FA","Bye","0","0","null","0%"
"Darius Jackson","(N/A)","DE,LB","2355","W (Wed)","Bye","0","0","","0%"
"Devontae Jackson","(N/A)","RB","2356","FA","Bye","0","0","","0%"
"Don Jackson","(N/A)","RB","2357","FA","Bye","0","0","","0%"
"Eddie Jackson","(N/A)","CB","2358","W (Wed)","Bye","0","0","","0%"
"Edwin Jackson","IND","LB","2359","W (Wed)","Bye","0","0","null","0%"
"Malcolm Jackson","(N/A)","CB","2360","W (Wed)","Bye","0","0","","0%"
"Malik Jackson","PHI","DT","2361","W (Wed)","Bye","0","0","null","0%"
"Mike Jackson","DET","CB","2362","W (Wed)","Bye","0","0","null","0%"
"Tarvaris Jackson","(N/A)","QB","2363","FA","Bye","0","0","","0%"
"Trishton Jackson","(N/A)","WR","2364","FA","Bye","0","0","","0%"
"Tyree Jackson","(N/A)","QB","2365","FA","Bye","0","0","","0%"
"Tyson Jackson","(N/A)","DE","2366","W (Wed)","Bye","0","0","","0%"
"Vincent Jackson","(N/A)","WR","2367","FA","Bye","0","0","","0%"
"Ben Jacobs","(N/A)","LB","2368","W (Wed)","Bye","0","0","","0%"
"Levern Jacobs","(N/A)","WR","2369","FA","Bye","0","0","","0%"
"Alec James","(N/A)","DE","2370","W (Wed)","Bye","0","0","","0%"
"Chanceller James","(N/A)","S","2371","W (Wed)","Bye","0","0","","0%"
"Cory James","(N/A)","LB","2372","W (Wed)","Bye","0","0","","0%"
"Mike James","(N/A)","RB","2373","FA","Bye","0","0","","0%"
"Nick James","(N/A)","DT","2374","W (Wed)","Bye","0","0","","0%"
"Jeff Janis","(N/A)","WR","2375","FA","Bye","0","0","","0%"
"Jaiquawn Jarrett","(N/A)","S","2376","W (Wed)","Bye","0","0","","0%"
"Kyshoen Jarrett","(N/A)","S","2377","W (Wed)","Bye","0","0","","0%"
"Tyrique Jarrett","DEN","DT","2378","W (Wed)","Bye","0","0","null","0%"
"Richard Jarvis","(N/A)","LB","2379","W (Wed)","Bye","0","0","","0%"
"Josh Jasper","TB","K","2380","FA","Bye","0","0","null","0%"
"Ricky Jean Francois","(N/A)","DT","2381","W (Wed)","Bye","0","0","","0%"
"Stanley Jean-Baptiste","(N/A)","CB","2382","W (Wed)","Bye","0","0","","0%"
"Damion Jeanpiere Jr.","CAR","WR","2383","FA","Bye","0","0","null","0%"
"Jackson Jeffcoat","(N/A)","LB","2384","W (Wed)","Bye","0","0","","0%"
"A.J. Jefferson","(N/A)","DT","2385","W (Wed)","Bye","0","0","","0%"
"Rickey Jefferson","NO","S","2386","W (Wed)","Bye","0","0","null","0%"
"Van Jefferson","(N/A)","WR","2387","FA","Bye","0","0","","0%"
"Jegs Jegede","IND","DE","2388","W (Wed)","Bye","0","0","null","0%"
"Jalen Jelks","DAL","DE","2389","W (Wed)","Bye","0","0","null","0%"
"Alex Jenkins","(N/A)","DE","2390","W (Wed)","Bye","0","0","","0%"
"Eli Jenkins","(N/A)","QB","2391","FA","Bye","0","0","","0%"
"Jarvis Jenkins","(N/A)","DE","2392","W (Wed)","Bye","0","0","","0%"
"Jelani Jenkins","(N/A)","LB","2393","W (Wed)","Bye","0","0","","0%"
"Mike Jenkins","(N/A)","CB","2394","W (Wed)","Bye","0","0","","0%"
"Shaneil Jenkins","(N/A)","DE","2395","W (Wed)","Bye","0","0","","0%"
"Adonis Jennings","(N/A)","WR","2396","FA","Bye","0","0","","0%"
"Tim Jennings","TB","CB","2397","W (Wed)","Bye","0","0","null","0%"
"Lorenzo Jerome","(N/A)","CB,S","2398","W (Wed)","Bye","0","0","","0%"
"Connor Jessop","(N/A)","QB","2399","FA","Bye","0","0","","0%"
"Colin Jeter","(N/A)","TE","2400","FA","Bye","0","0","","0%"
"Randall Jette","(N/A)","CB,S","2401","W (Wed)","Bye","0","0","","0%"
"Ricky Jeune","(N/A)","WR","2402","FA","Bye","0","0","","0%"
"Doyin Jibowu","(N/A)","CB","2403","W (Wed)","Bye","0","0","","0%"
"BJ Johnson III","(N/A)","WR","2404","FA","Bye","0","0","","0%"
"Gary Johnson Jr.","(N/A)","LB","2405","W (Wed)","Bye","0","0","","0%"
"Anthony Johnson","(N/A)","DE,DT","2406","W (Wed)","Bye","0","0","","0%"
"Anthony Johnson","PIT","WR","2407","FA","Bye","0","0","null","0%"
"Austin Johnson","(N/A)","RB","2408","FA","Bye","0","0","","0%"
"Ben Johnson","(N/A)","TE","2409","FA","Bye","0","0","","0%"
"Brandon Johnson","(N/A)","RB","2410","FA","Bye","0","0","","0%"
"C.J. Johnson","(N/A)","LB","2411","W (Wed)","Bye","0","0","","0%"
"C.J. Johnson","(N/A)","LB","2412","W (Wed)","Bye","0","0","","0%"
"Cam Johnson","(N/A)","DE","2413","W (Wed)","Bye","0","0","","0%"
"Chad Johnson","(N/A)","WR","2414","FA","Bye","0","0","","0%"
"Charles Johnson","(N/A)","WR","2415","FA","Bye","0","0","","0%"
"Chris Johnson","NO","S","2416","W (Wed)","Bye","0","0","null","0%"
"Collin Johnson","(N/A)","WR","2417","FA","Bye","0","0","","0%"
"Cory Johnson","(N/A)","DT","2418","W (Wed)","Bye","0","0","","0%"
"Daje Johnson","(N/A)","WR","2419","FA","Bye","0","0","","0%"
"David Johnson","(N/A)","TE","2420","FA","Bye","0","0","","0%"
"Denzel Johnson","(N/A)","S","2421","W (Wed)","Bye","0","0","","0%"
"Devon Johnson","(N/A)","RB","2422","FA","Bye","0","0","","0%"
"Devonte Johnson","(N/A)","CB","2423","W (Wed)","Bye","0","0","","0%"
"Drico Johnson","(N/A)","S","2424","W (Wed)","Bye","0","0","","0%"
"Garrett Johnson","(N/A)","WR","2425","FA","Bye","0","0","","0%"
"George Johnson","(N/A)","DE","2426","W (Wed)","Bye","0","0","","0%"
"Gus Johnson","(N/A)","RB","2427","FA","Bye","0","0","","0%"
"Isaiah Johnson","(N/A)","S","2428","W (Wed)","Bye","0","0","","0%"
"Isaiah Johnson","(N/A)","S","2429","W (Wed)","Bye","0","0","","0%"
"Jawuan Johnson","(N/A)","LB","2430","W (Wed)","Bye","0","0","","0%"
"Jaylen Johnson","(N/A)","DE","2431","W (Wed)","Bye","0","0","","0%"
"Jeron Johnson","(N/A)","S","2432","W (Wed)","Bye","0","0","","0%"
"Jon'Vea Johnson","DAL","WR","2433","FA","Bye","0","0","null","0%"
"Jordan Johnson","(N/A)","RB","2434","FA","Bye","0","0","","0%"
"Josh Johnson","(N/A)","QB","2435","FA","Bye","0","0","","0%"
"Justin Johnson","SEA","TE","2436","FA","Bye","0","0","null","0%"
"Keeon Johnson","(N/A)","WR","2437","FA","Bye","0","0","","0%"
"Leonard Johnson","(N/A)","CB,S","2438","W (Wed)","Bye","0","0","","0%"
"Lyndon Johnson","ARI","DE","2439","W (Wed)","Bye","0","0","null","0%"
"Malcolm Johnson","(N/A)","RB","2440","FA","Bye","0","0","","0%"
"Matt Johnson","(N/A)","QB","2441","FA","Bye","0","0","","0%"
"Michael Johnson","(N/A)","DE","2442","W (Wed)","Bye","0","0","","0%"
"Nico Johnson","(N/A)","LB","2443","W (Wed)","Bye","0","0","","0%"
"P.J. Johnson","LAC","DT","2444","W (Wed)","Bye","0","0","null","0%"
"Rashad Johnson","(N/A)","S","2445","W (Wed)","Bye","0","0","","0%"
"Steven Johnson","(N/A)","LB","2446","W (Wed)","Bye","0","0","","0%"
"Stevie Johnson","(N/A)","WR","2447","FA","Bye","0","0","","0%"
"Toby Johnson","(N/A)","DT","2448","W (Wed)","Bye","0","0","","0%"
"Tom Johnson","(N/A)","DT","2449","W (Wed)","Bye","0","0","","0%"
"Trevon Johnson","(N/A)","LB","2450","W (Wed)","Bye","0","0","","0%"
"Trey Johnson","(N/A)","CB","2451","W (Wed)","Bye","0","0","","0%"
"Tyron Johnson","LAC","WR","2452","FA","Bye","0","0","null","0%"
"A.J. Jones","DEN","LB","2453","W (Wed)","Bye","0","0","null","0%"
"Alvin Jones","(N/A)","LB","2454","W (Wed)","Bye","0","0","","0%"
"Andre Jones","(N/A)","WR","2455","FA","Bye","0","0","","0%"
"Andy Jones","MIA","WR","2456","FA","Bye","0","0","null","0%"
"Arthur Jones","(N/A)","DT","2457","W (Wed)","Bye","0","0","","0%"
"Bryant Jones","(N/A)","DT","2458","W (Wed)","Bye","0","0","","0%"
"Bryce Jones","(N/A)","CB","2459","W (Wed)","Bye","0","0","","0%"
"Cayleb Jones","(N/A)","WR","2460","FA","Bye","0","0","","0%"
"Chris Jones","(N/A)","DT","2461","W (Wed)","Bye","0","0","","0%"
"Datone Jones","(N/A)","DE","2462","W (Wed)","Bye","0","0","","0%"
"David Jones","(N/A)","S","2463","W (Wed)","Bye","0","0","","0%"
"Derrick Jones","(N/A)","CB","2464","W (Wed)","Bye","0","0","","0%"
"Don Jones","(N/A)","S","2465","W (Wed)","Bye","0","0","","0%"
"Fred Jones","(N/A)","DT","2466","W (Wed)","Bye","0","0","","0%"
"Howard Jones","(N/A)","LB","2467","W (Wed)","Bye","0","0","","0%"
"JT Jones","(N/A)","DE","2468","W (Wed)","Bye","0","0","","0%"
"JaNardreon Jones","(N/A)","WR","2469","FA","Bye","0","0","","0%"
"Jamaal Jones","(N/A)","WR","2470","FA","Bye","0","0","","0%"
"Jarnor Jones","(N/A)","CB","2471","W (Wed)","Bye","0","0","","0%"
"Jarvis Jones","(N/A)","LB","2472","W (Wed)","Bye","0","0","","0%"
"Jason Jones","(N/A)","DE","2473","W (Wed)","Bye","0","0","","0%"
"Jevaris Jones","(N/A)","LB","2474","W (Wed)","Bye","0","0","","0%"
"Julius Jones","NO","RB","2475","FA","Bye","0","0","null","0%"
"Landry Jones","(N/A)","QB","2476","FA","Bye","0","0","","0%"
"Lenny Jones","(N/A)","DE","2477","W (Wed)","Bye","0","0","","0%"
"Malachi Jones","(N/A)","WR","2478","FA","Bye","0","0","","0%"
"Markell Jones","(N/A)","RB","2479","FA","Bye","0","0","","0%"
"Markus Jones","(N/A)","DE,LB","2480","W (Wed)","Bye","0","0","","0%"
"Matt Jones","(N/A)","RB","2481","FA","Bye","0","0","","0%"
"Mike Jones","(N/A)","CB","2482","W (Wed)","Bye","0","0","","0%"
"Nazair Jones","SEA","DT","2483","W (Wed)","Bye","0","0","null","0%"
"Redford Jones","(N/A)","K","2484","FA","Bye","0","0","","0%"
"Seantavius Jones","(N/A)","WR","2485","FA","Bye","0","0","","0%"
"Tre Jones","(N/A)","CB","2486","W (Wed)","Bye","0","0","","0%"
"Harold Jones-Quartey","(N/A)","S","2487","W (Wed)","Bye","0","0","","0%"
"Jamire Jordan","(N/A)","WR","2488","FA","Bye","0","0","","0%"
"Lamar Jordan","(N/A)","WR","2489","FA","Bye","0","0","","0%"
"Mike Jordan","(N/A)","CB","2490","W (Wed)","Bye","0","0","","0%"
"Junior Joseph","(N/A)","LB","2491","W (Wed)","Bye","0","0","","0%"
"Michael Joseph","CHI","CB","2492","W (Wed)","Bye","0","0","null","0%"
"Vosean Joseph","BUF","LB","2493","W (Wed)","Bye","0","0","null","0%"
"Colton Jumper","(N/A)","LB","2494","W (Wed)","Bye","0","0","","0%"
"Brad Kaaya","(N/A)","QB","2495","FA","Bye","0","0","","0%"
"Josh Kaddu","(N/A)","LB","2496","W (Wed)","Bye","0","0","","0%"
"Colin Kaepernick","(N/A)","QB","2497","FA","Bye","0","0","","0%"
"Jocquez Kalili","(N/A)","CB","2498","W (Wed)","Bye","0","0","","0%"
"Francis Kallon","(N/A)","DE","2499","W (Wed)","Bye","0","0","","0%"
"Ufomba Kamalu","BAL","DE","2500","W (Wed)","Bye","0","0","null","0%"
"Chad Kanoff","(N/A)","QB","2501","FA","Bye","0","0","","0%"
"Nick Kasa","(N/A)","TE","2502","FA","Bye","0","0","","0%"
"Corbin Kaufusi","NYJ","DE","2503","W (Wed)","Bye","0","0","null","0%"
"Jermaine Kearse","(N/A)","WR","2504","FA","Bye","0","0","","0%"
"Derek Keaton","(N/A)","WR","2505","FA","Bye","0","0","","0%"
"Stacy Keely","MIN","DE","2506","W (Wed)","Bye","0","0","null","0%"
"Dalton Keene","(N/A)","DT","2507","W (Wed)","Bye","0","0","","0%"
"Dalton Keene","(N/A)","TE","2508","FA","Bye","0","0","","0%"
"Bryson Keeton","(N/A)","CB","2509","W (Wed)","Bye","0","0","","0%"
"Nick Keizer","KC","TE","2510","FA","Bye","0","0","null","0%"
"Rob Kelley","(N/A)","RB","2511","FA","Bye","0","0","","0%"
"Anthony Kelly","(N/A)","WR","2512","FA","Bye","0","0","","0%"
"Chad Kelly","IND","QB","2513","FA","Bye","0","0","null","0%"
"Jermaine Kelly","SF","CB","2514","W (Wed)","Bye","0","0","null","0%"
"Keith Kelsey","(N/A)","LB","2515","W (Wed)","Bye","0","0","","0%"
"Marcus Kemp","(N/A)","WR","2516","FA","Bye","0","0","","0%"
"Tom Kennedy","DET","WR","2517","FA","Bye","0","0","null","0%"
"David Kenney","(N/A)","LB","2518","W (Wed)","Bye","0","0","","0%"
"Jeremy Kerley","BUF","WR","2519","FA","Bye","0","0","null","0%"
"Joe Kerridge","(N/A)","RB","2520","FA","Bye","0","0","","0%"
"Cody Kessler","(N/A)","QB","2521","FA","Bye","0","0","","0%"
"Josh Keyes","(N/A)","LB","2522","W (Wed)","Bye","0","0","","0%"
"Caleb Kidder","NE","DE","2523","W (Wed)","Bye","0","0","null","0%"
"Darvin Kidsy","WAS","WR","2524","FA","Bye","0","0","null","0%"
"Tautvydas Kieras","(N/A)","LB","2525","W (Wed)","Bye","0","0","","0%"
"Hau'oli Kikaha","(N/A)","DE","2526","W (Wed)","Bye","0","0","","0%"
"Darius Kilgo","(N/A)","DT","2527","W (Wed)","Bye","0","0","","0%"
"D.J. Killings","LV","CB","2528","W (Wed)","Bye","0","0","null","0%"
